review_id,Asin,Brand,Nation,Rating,Content
5481,B001VB4T86,posca,US,1,"Received pre-opened and missing the white marker. Absolutely unacceptable. I have been a Prime member for many years and have never had such a thing happen with a purchase. I know this was not a driver issue, delivery envelope was sealed. My grandma is not happy. 😢 At least the markers received are nice."
5482,B001VB4T86,posca,US,5,I like to keep this type of marker on hand. This is a REALLY nice set.
5484,B001VB4T86,posca,US,3,"Super des Posca rien a redire sauf la taille !!!! ils sont minis, pas la taille standar des feutres..;quel domage ...."
5485,B001VB4T86,posca,US,5,Excelente calidad
5486,B001VB4T86,posca,US,5,POUR UN CADEAU
5487,B001VB4T86,posca,US,5,good
5488,B001VB4T86,posca,US,5,"I liked the control the pens offer, as well as the saturated colors"
5489,B001VB4T86,posca,US,1,"La relación calidad -precio es pésima, pues no corresponde lo que me ha llegado con lo que yo vi anunciado. Encima manchan mucho"
5490,B001VB4T86,posca,US,5,"awesome paint pens!!  will purchase again, and again!!"
5491,B001VB4T86,posca,US,3,"Los dos envíos que me hicieron llegaron fuera del plazo estimado,ahora sólo me queda probar la calidad del producto,no se si volveré a comprarlos"
5492,B001VB4T86,posca,US,5,Good pens
5494,B001VB4T86,posca,US,3,Great color... totally ran when we sprayed with the clear coat.  none of the other paint pen brands we used did this.  Ruined hours worth of painting.  Would maybe be okay if you didn't want to add a clear coat.
5496,B001VB4T86,posca,US,5,It’s waaaw and amazing
5497,B001VB4T86,posca,US,2,"Maybe pack was bad , ball inside wouldn’t loose up . Shake , shake half wouldn’t skate or work"
5498,B001VB4T86,posca,US,5,Great Paint pens...love how they flow.
5500,B001VB4T86,posca,US,5,I absolutely love these pens.  The colors are so vibrant after they dry.  I bought a set for my sister for Christmas.  Will definitely buy more at a later date!
5502,B001VB4T86,posca,US,5,"Impeccable ,je reviens souvent ici pour en commander, pas de mavaise surprise, et bcp plus abordable que dans les magasins."
5503,B001VB4T86,posca,US,5,LOve love love these. I’ve gotten tons of art work from my daughter with these. They last an amazingly long time too. The quality is great. Colours nice and bright and thick.
5505,B001VB4T86,posca,US,5,もうこんなペン探していました。アクリル絵の具の上に重ね塗りできます。今まで試したペンは全部色が沈んでしまいました。 最高です。 中文字用も購入します。
5506,B001VB4T86,posca,US,5,"I got them as a Christmas gift for my brother, they shipped fast but took forever to deliver (which was expected since it was shipping from Japan) but have a great paint flow and work really well."
5507,B001VB4T86,posca,US,5,Love these! They work great.
5509,B001VB4T86,posca,US,5,"These markers worked on my fiberglass cast, considering the textured surface. The colors seemed to brighten when fully dry, and stay bright and put. Great paint markers!"
5510,B001VB4T86,posca,US,5,They were a Christmas gift and she loved them.
5512,B001VB4T86,posca,US,5,Awesome. Great stuff. The best.
5513,B001VB4T86,posca,US,5,"Vibrant colors and fine detailing. I love how you can layer the paint. Used it on opaque vellum paper.If you don't use the pen regularly, you'll have to shake and pump the tip a few times so paint flows out and obtain a solid color (it gets watery with no pigment).When on paper, the nib scratches the surface and some paper is rubbed away and dries with the paint. You may not like the the texture, so it works better on harder surfaces like cardboard.These pens are also expensive, but last a while depending on how much you use it.Overall, I can see myself using these in a lot of artworks （＾∇＾）"
5515,B001VB4T86,posca,US,1,"The listing I bought my Posca pens from is gone now so I’m here because I must leave a review. These pens are absolute trash. Not only are they trash, they will smear all over the page and ruin a weeks worth of work when you try to varnish your piece. I don’t know what these are, but they’re not acrylic paint. I have never seen acrylic paint smear, the way these do when varnish is applied. In my opinion, this company owes me $1500 for my ruined art plus a refund on this trash. I have bought many sets of acrylic paint pens over the years, I’ve never had this kind of problem before. I’ve also done lightfast tests and even the cheap ones hold up in the sunlight just fine, after doing some research, this is apparently a known problem with these pens. There is no reason to charge anybody as much as this company is charging for a subpar product that will ruin your work. The cheap ones have actual acrylic paint in them, work better and you will be much happier with them. I’m am so angry that this company has stolen a week of my life, my money and ruined a huge art piece. Buyer beware"
5517,B001VB4T86,posca,US,5,Gibt nix zu meckern! Ich bin sehr zufrieden und würde sie wieder kaufen! Gute Qualität zum super Preis! Absolut Top!
5518,B001VB4T86,posca,US,5,Ich habe damit weiße Kunstlederschuhe bemalt. Ich bin begeistert! Die Farbe hält alles was sie verspricht. Wasserfest und knallige Farben Einziger Kritikpunkt: Bei STARKEM Kontakt lässt sich die Farbe abreiben. Würde sie trotzdem allen Alternstiven vorziehen :)
5519,B001VB4T86,posca,US,3,This is my niece's favorite brand. Very pricey made her happy though
5521,B001VB4T86,posca,US,5,amazing quality. would recommend for anyone.
5522,B001VB4T86,posca,US,5,j'ai utilisé pour faire dessin au doodling
5523,B001VB4T86,posca,US,5,Work great. Easy to use and a great buy
5524,B001VB4T86,posca,US,5,Best paint markers
5525,B001VB4T86,posca,US,5,"I use to paint with a brush but since I got these paint pens, I rarely use a brush except for a base coat. These pens are easy to use. No smell and they dry quick. Shake the pen like you would a spray can. Press down hard on a scrap paper to get the paint in the tip. You might have to press down a couple of times. When you see the tip of the pen turn color its ready. When you paint with the pen do not press hard or the paint will leave spots on your art work. Nothing to clean up, Store the pens laying horizontally. Do not store them standing up!"
5526,B001VB4T86,posca,US,5,on ne présente plus les classiques !
5527,B001VB4T86,posca,US,5,Great markers and prompt shipping - highly recommend.  AAAA++++++
5529,B001VB4T86,posca,US,4,good
5530,B001VB4T86,posca,US,5,this works well they have a fine point and the paint is distributed evenly.
5531,B001VB4T86,posca,US,5,細い線もしっかり描けるので大満足です。#warock作りに最適です。
5533,B001VB4T86,posca,US,4,"The paint markers are great, but the delivery took 6 or 7 weeks."
5535,B001VB4T86,posca,US,1,not good. ran out so fast didn't even last an hour. very dissappointing
5536,B001VB4T86,posca,US,5,Love love love these paint markers!  Paint flows evenly & colors are beautiful!
5538,B001VB4T86,posca,US,1,Scam!
5540,B001VB4T86,posca,US,5,"I absolutely love these markers! I’ve got these in the medium as well. Package arrived safely and colors are amazing! I believe I got a deal on these though they are worth the full price. Haven’t had these long, but will hope to update on longevity after more use out of these."
5542,B001VB4T86,posca,US,5,El juego llegó completo
5543,B001VB4T86,posca,US,5,The best!
5546,B001VB4T86,posca,US,5,良かった
5547,B001VB4T86,posca,US,5,"I bought these Posca paint markers for my grandson, he absolutely loved them. The colors were vibrant and easy to use, I recommend these to anyone."
5550,B001VB4T86,posca,US,5,The best paint marker I've ever purchased.
5552,B001VB4T86,posca,US,5,I use this brand all the time. Always happy with them.
5553,B001VB4T86,posca,US,1,I'm hoping the company will see this and help me out I got one bad marker upon pushing down to get the paint started one tip got stuck up inside the marker and won't come back down. So the paint keeps coming out. Please help love the others just had one bad one and happened to be one of the colors I ordered for which is why I used it first. Good product just want to get a set that doesn't get stuck and leak.
5555,B001VB4T86,posca,US,5,プラ版の着色に使ってます。細みで使いやすいです。色も12色で十分使えます。
5556,B001VB4T86,posca,US,5,I am able to use a paintbrush with water and mix colors together.  Works perfectly.  When dry.  I am not able to work with them with the water any longer.  Buy when freshly put down on paper I am able to use my paintbrush with water and paint away.  Great pens!
5557,B001VB4T86,posca,US,5,My granddaughter loved them. She started using them the day received. She feels they take her art to the next level. She is careful to put the caps on tightly and additional store them in a ziploc bag.
5558,B001VB4T86,posca,US,5,Heureuse de mon achat.  Plein de beaux projets à venir.
5560,B001VB4T86,posca,US,5,"They can write on just about anything! It's a mix between a paint brush, pen, and marker! My kiddo designed his shoes with these pens, and would recommend for artists all ages!!!"
5561,B001VB4T86,posca,US,5,Superbe produit reçu à la date  la description a été parfaite je recommande l de ce produit
5562,B001VB4T86,posca,US,5,Me encanta porque la tinta no traspasa el papel y pintal calidad
5564,B001VB4T86,posca,US,1,"nicht in in einer Packung, 8 Stifte zusamen und 4 lose."
5565,B001VB4T86,posca,US,5,Amazing product.
5566,B001VB4T86,posca,US,5,"The color saturation is high, love it."
5567,B001VB4T86,posca,US,5,"I wish the brown was darker, and the red, a true red its more like orange.  The work great though."
5568,B001VB4T86,posca,US,5,My daughter loves her new Posca markers she got for Christmas! I love them because they’re not messy like most paint markers!
5569,B001VB4T86,posca,US,5,Efficace pour les details! C’est du taille 1
5570,B001VB4T86,posca,US,5,"Love these paint pens.  Vibrant, super fine tip."
5573,B001VB4T86,posca,US,5,"Gran set de rotuladores posca con una buena variedad de colores.Recomendable para aficionados al dibujo, aerografia, etc. Buena relación calidad-precio."
5574,B001VB4T86,posca,US,5,These are great.  The variety of colors are wonderful and the quality is very good.  Better than what I expected from a brand I did not recognize.
5575,B001VB4T86,posca,US,5,Love these. Vibrant colors and easy to use. I've done a bunch of doodles for my 3 yr old.
5577,B001VB4T86,posca,US,4,"Posca pens dry quickly, no mess easy to use and travel with. 3m is my favourite size. Only one complaint- the red was more of a crimson/orange colour than red."
5578,B001VB4T86,posca,US,5,good product!!
5581,B001VB4T86,posca,US,5,Purchased these pens for my granddaughter.  She draws with them every day and loves them.  Enough said!
5582,B001VB4T86,posca,US,5,Loved it and I enjoyed every color 💯
5584,B001VB4T86,posca,US,5,Impeccable
5587,B001VB4T86,posca,US,5,Love it! The colors are bold and no need for a second coat! If you are to j painting like me go for posca for sure!
5588,B001VB4T86,posca,US,5,Super Posca markers
5590,B001VB4T86,posca,US,3,Two out of the five I’ve trued ran out of ink very quickly. It’s like there was hardly any in there. The markers would’ve been great. Had they all had a full amount of paint.
5591,B001VB4T86,posca,US,5,Fantastic fine point to do details. I like the colors too. The paint is opaque which makes it easy to work with.
5592,B001VB4T86,posca,US,5,A great companion to the Bullet head POSCA's that are the same color. Great for those small area's.
5593,B001VB4T86,posca,US,4,I really like these markers. Smooth writing with bright pigments!
5594,B001VB4T86,posca,US,5,"My daughter has been watching YouTube videos where they use these pens. They’re excellent! My daughter is so happy with them, they work wonderfully - just be cautious of the wet paint, let it dry and ensure your hand doesn’t trace over it before completely drying."
5595,B001VB4T86,posca,US,5,Easy way to paint when you can just draw :)
5596,B001VB4T86,posca,US,5,"Super lot de posca, beaucoup moins cher qu'en magasin"
5597,B001VB4T86,posca,US,4,"Je fais de la couture et je travaille beaucoup le sky et le cuir fin... j'ai enfin trouvé le matériel pour pouvoir personnalisé et dessiné mes créations.Je ne sais pas si ça tiendra longtemps mais pour le moment, c'est top !!"
5598,B001VB4T86,posca,US,1,Paint ran dry very quickly.
5599,B001VB4T86,posca,US,5,I love these paint markers. Ordered them a few times. They make many other colors too.
5600,B001VB4T86,posca,US,5,Love posca coverage is GREAT best paint pensI've tried
5601,B001VB4T86,posca,US,5,"These are fantastic. I only buy Posca markers, everything else is a waste of money!"
5602,B001VB4T86,posca,US,5,Works great! High quality
5603,B001VB4T86,posca,US,5,"This product is perfect for my new hobby of painting stones. I love all the colors and the paint is just what I needed, thanks"
5604,B001VB4T86,posca,US,5,"Love these pens. I used them to color a lighter case with a wizard on it, came out pretty cool. Even used to to make a phone case!"
5605,B001VB4T86,posca,US,5,This item is great.
5606,B001VB4T86,posca,US,5,Love them!  Everything about them
5609,B001VB4T86,posca,US,5,"Excelente, gracias"
5610,B001VB4T86,posca,US,5,Perfetti
5611,B001VB4T86,posca,US,5,GOOD QUALITY AND PRICE.  GREAT FOR PAINTING DETAILS.
5612,B001VB4T86,posca,US,5,Awesome fine point paint pens!
5613,B001VB4T86,posca,US,1,Very disappointed.
5614,B001VB4T86,posca,US,5,Mon fils 11 ans les adorent
5616,B001VB4T86,posca,US,5,i love these
5617,B001VB4T86,posca,US,1,"Vienen en un sobre, sueltos. Los que pedí tienen caja. Me parece un precio abusivo para lo que es."
5618,B001VB4T86,posca,US,5,The pens spill a bit at first but then excellent flow thereafter. Better than other brands of paint pens.
5619,B001VB4T86,posca,US,5,I purchased these because of all the excellent reviews and the price. I didn't relize they would be fine line. Didn't matter. MOST EXCELLENT!!!
5620,B001VB4T86,posca,US,3,"These are nothing like they advertised, seemed to be somewhat dried out, very disappointed"
5621,B001VB4T86,posca,US,5,These markers are amazing. Are very bright. Even on black paper
5622,B001VB4T86,posca,US,5,Llegaron muy rápido y los colores son muy bonitos
5624,B001VB4T86,posca,US,5,Great marker
5625,B001VB4T86,posca,US,5,"Sehr tolle Shifte, kenne die Marke bereits, bisher aber nur die etwas dickere Variante von der Stiftspitze benutzt.  Jetzt kann ich damit auch feinere Details ausarbeiten. Super!"
5626,B001VB4T86,posca,US,4,Got as a gift for my little brother. They dry out fast
5627,B001VB4T86,posca,US,5,Excelente calidad
5628,B001VB4T86,posca,US,4,"I really like them, but the black went dry real fast."
5629,B001VB4T86,posca,US,5,Top pas déçue bonne qualité couleurs très profondes!! si jamais vous voulez voire le résultat du posca regarder ce que j’ai réalisée avec  puis posté sur instagram (unknowpainter1)
5630,B001VB4T86,posca,US,5,"I got this as a gift and just love them. Tip! Don't expect perfect results right away. Get use to them and practice, I know for me it took a few tries to really get use to them."
5632,B001VB4T86,posca,US,5,I'm in love with these. They're so opaque! Extremely satisfying to use -- it's everything I like about gouache but in a paint pen.
5634,B001VB4T86,posca,US,3,"These took FOREVER (literally months) to arrive. They are ok, but splatter some when being used."
5635,B001VB4T86,posca,US,5,"Best price anywhere, ever. Item exactly as described. Shipped quickly. Arrived on time. Would buy again."
5636,B001VB4T86,posca,US,5,Like painting with whipped cream only better
5638,B001VB4T86,posca,US,4,I didn't think the point was extra fine. Very nice for touch ups.
5640,B001VB4T86,posca,US,5,"produit correspondant a mes attentes, je recommande"
5642,B001VB4T86,posca,US,4,tres satisfait du produit
5643,B001VB4T86,posca,US,5,"I bought all sizes of these markers after seeing some videos of what they can do and I was not disappointed with my purchase. I haven't had any troubles with them ""gushing out"" like I have read. The colors are vibrant and cover in one coat from my experience. I am excited to try these on some different surfaces."
5644,B001VB4T86,posca,US,5,Excellent en plus pour un cadeau
5648,B001VB4T86,posca,US,5,Given as a gift. Same day they were used.  Do need to shake them up. Colors look good and worked on a mini stretched canvas.
5649,B001VB4T86,posca,US,5,Oh my goodness.... I LOVE these pens... They have an excellent assortment of colors and value for money.... Great price!
5650,B001VB4T86,posca,US,5,Good markers - would buy again
5651,B001VB4T86,posca,US,5,"Love these pens. East to start paint flow. Can get super fine lines. I had a few times where when starting there was a bit more paint then needed, but just dip the tip in the drop and use it. DRIES SUPER FAST. Easy to cover mistakes too."
5654,B001VB4T86,posca,US,5,"Magníficos, calidad excelente. Es una marca que no decepciona"
5655,B001VB4T86,posca,US,5,"I sent these to my granddaughter, she loves them!!"
5657,B001VB4T86,posca,US,5,These markers are awesome.  They flow wonderfully and will go over any other medium I have used. Will order again.
5660,B001VB4T86,posca,US,5,Love the brightness of those pencils.
5661,B001VB4T86,posca,US,5,Na
5662,B001VB4T86,posca,US,5,"Tres bon ,good"
5664,B001VB4T86,posca,US,1,I have experienced ink on all the Posca Markers Leak ink severely when pushed vertically as stated in instructions.  I thought I was buying some of the best. Im not satisfied at all!I would not give even one star.
5666,B001VB4T86,posca,US,5,My son love it
5669,B001VB4T86,posca,US,4,These pens are so much better than the Sharpie Paint Pens.
5670,B001VB4T86,posca,US,5,Our teen grandson loved receiving these pens; he especially liked the feature of reversing the point from medium to fine.
5671,B001VB4T86,posca,US,5,Wife loves them ves them
5673,B001VB4T86,posca,US,5,"Des feutres de très bonne qualité, les pointes peuvent tracer des lignes minces comme plus épaisses ,bel assortiment de couleurs vives"
5676,B001VB4T86,posca,US,5,Love these need to order more
5678,B001VB4T86,posca,US,5,Best pens for surfboard art!!
5679,B001VB4T86,posca,US,5,LOS MEJORES.
5680,B001VB4T86,posca,US,5,The colors are vibrant and there is little to no smell. They are great for all surfaces and good for small details. I didn’t have any issues with leaking paint when I activated the markers b/c I hate when that happens! Highly recommend
5681,B001VB4T86,posca,US,5,The markers are bright and smooth and different surface textures. The ink colors are vibrant. They lasted for a while because she used them almost every day since I got them.  I don’t remember it being messy after her using them so that’s a plus as well.
5682,B001VB4T86,posca,US,5,"Ami niña les encanta para pintar ,esta muy contenta"
5683,B001VB4T86,posca,US,5,"Love Posca pens, and these worked well! Just be careful, especially when first getting the paint to flow, sometimes you can get too much paint flowing, which will drip."
5684,B001VB4T86,posca,US,1,"LATE delivery, bad markers, I HATE"
5685,B001VB4T86,posca,US,4,"These markers are great and are very pigmented, a little expensive though and don't last that long. Over all a good purchase though"
5687,B001VB4T86,posca,US,5,super
5689,B001VB4T86,posca,US,5,Love POSCA paint pens.  I think they are the best
5690,B001VB4T86,posca,US,5,I love these paint markers. The best I have found. The only down side is sometimes they leak.
5691,B001VB4T86,posca,US,4,"Le délai d'acheminement est un peu long, mais je ne suis pas déçu de cet achat. Je recommande. Bon rapport qualité prix."
5692,B001VB4T86,posca,US,5,Good pens.  Dry fast so you can finish projects quickly.
5693,B001VB4T86,posca,US,4,"Bought these as ""henna pens"" after a recommendation. Well, the ink washes off immediately, and the brown Marker is more like a peach. I'm sure they're good markers, but the staying ability on the skin sucks."
5694,B001VB4T86,posca,US,5,Best pens ever. Seriously!
5695,B001VB4T86,posca,US,5,Hands down the best paint makers I have ever found!!!  Great for detailing!  I plan on buying this product repeatedly over the years!
5696,B001VB4T86,posca,US,5,It's ok
5698,B001VB4T86,posca,US,5,すぐに発送してくれました。安かったので不安だったのですが届いた状態も悪くなく、ペンも問題なく使えています。
5699,B001VB4T86,posca,US,3,I love them but the pink one was already opened and it was dried out. These markers are really good for making outlines.
5701,B001VB4T86,posca,US,5,Premier achat de posca pour moi et agréablement surpris par la couvrance de la peinture ! Super! Je ne suis pas un habitué mais le feutre s'amorce très vite comme si la peinture était trop liquide ?Un utilisateur expérimenté confirmera
5704,B001VB4T86,posca,US,4,Great colors.
5705,B001VB4T86,posca,US,5,The perfect pens!
5706,B001VB4T86,posca,US,5,"My daughter has wanted this for a while, I couldn’t justify the price, but omg there great and will buy again, there very nice to work with, I want my own set now, as she doesn’t want her mom to use them all up on her lol"
5707,B001VB4T86,posca,US,4,Great for all ages
5708,B001VB4T86,posca,US,5,Mon garçon adore dessiner et il les apprécie beaucoup. Belles couleurs.
5709,B001VB4T86,posca,US,1,waste of money
5711,B001VB4T86,posca,US,5,My daughter is very particular about her pens.  She loves them and the color is vibrant.
5713,B001VB4T86,posca,US,5,"Loved how quickly the paint pens dry, beautiful color pigment"
5714,B001VB4T86,posca,US,5,Posca pens are the best out there!
5716,B001VB4T86,posca,US,5,Amazing markers
5717,B001VB4T86,posca,US,3,It took me almost an hour to shake and press the12 pens. Haven't tried them out yet I'm sure they'll be fine. Just way too long to be prepping pens. I have five more sets to go and there's 15 to 20 in the other sets..
5718,B001VB4T86,posca,US,5,Bellissimi colori! Punta sottile per disegni di precisione! Colori brillanti! Li consiglio!!!
5719,B001VB4T86,posca,US,5,"Very happy with product and transaction, thank you!"
5720,B001VB4T86,posca,US,5,Beautiful and easy to use markers with great colors that pop.
5721,B001VB4T86,posca,US,4,They work great! My little brother was supper excited and loved them!
5722,B001VB4T86,posca,US,4,"Love these, but got to get used to them"
5724,B001VB4T86,posca,US,1,He recibido una caja con 9 rotuladores y 3 sueltos... vergonzoso
5725,B001VB4T86,posca,US,5,"GénialeExactement ce qu'il me fallaitPareil que ceux vendus iciEt vu le prix, c'est superJ'en suis très contenteIL sont arrivés bien avant la date prévue"
5726,B001VB4T86,posca,US,5,"The best paint markers ever! Posca is more expensive than the others, but you are getting what you pay for."
5727,B001VB4T86,posca,US,5,These markers are awesome.
5728,B001VB4T86,posca,US,5,"Para mi son la mejor marca de rotuladores para manualidades. Son un poco caros pero duran mucho, ya van muy bien. Los recomiendo."
5731,B001VB4T86,posca,US,5,very smooth and love the colors
5732,B001VB4T86,posca,US,5,As described. Nice product
5735,B001VB4T86,posca,US,3,"Like the water based part, but colors are not true to cap. I.e. The red looks more like a pinkish red"
5737,B001VB4T86,posca,US,5,"je suis satisfaite par ce produit. je connais les posca, c'est mon second achat. idéal pour peindre avec les enfants"
5740,B001VB4T86,posca,US,3,Probabilmente non ho approfondito la descrizione dell'articolo e così ho ricevuto Uniposc a con punta fine mentre cercavo quelli a punta più grossa
5741,B001VB4T86,posca,US,2,"Love the great color on these pens, but don't love the way they splatter! I am a seasoned letterer and no matter how slow you go, they splatter."
5742,B001VB4T86,posca,US,5,Love these pens! They are acrylic paint so they write on anything and Coke in great colors. They are good for when you need a fine line and the paint brush just won't do it right. You can have a better line with these. They do splatter a bit if your writing over texture but I like the look.
5743,B001VB4T86,posca,US,5,They are absolutely great.
5744,B001VB4T86,posca,US,5,My 12 year old son loves these markers. They are fun and well worth the money!  I will be purchasing more.
5745,B001VB4T86,posca,US,4,"Muy buena calidad, son los originales pero están en otro idioma, si los has usado antes eso no supondrá ningún problema."
5746,B001VB4T86,posca,US,5,Enjoyed using them
5747,B001VB4T86,posca,US,5,Just what I wanted
5748,B001VB4T86,posca,US,5,"I ordered these for a blog/video comparing white ink gel pens and paint markers for Mixed Media Art Journey, and immediately found my new favorite paint markers. The opacity is vibrant, the inklfkow is smooth, and I even used them to decorate my sons earmuffs (pictured)."
5749,B001VB4T86,posca,US,5,As advertised.  Good product
5750,B001VB4T86,posca,US,5,Nice markers!
5751,B001VB4T86,posca,US,5,After trying a few different fine liner paint pens I'VE STRUCK GOLD!
5752,B001VB4T86,posca,US,5,Pintan todos genial
5754,B001VB4T86,posca,US,2,"I bought these to write on leather.  I haven't tried all the colors--just the red, brown, and black. They do draw a nice line--I will say that.  The black was nice and dark but the red looked more like fluorescent pink and the brown was odd-looking, too.  Maybe I will find some other use for them..."
5755,B001VB4T86,posca,US,5,They are great. Easy to use.
5758,B001VB4T86,posca,US,5,Have used all the pens and they work perfectly. Great coverage. Posca is a great brand. I highly recommend.
5759,B001VB4T86,posca,US,5,Not used them as yet - but I am sure I will be as pleased as previous buyers were.
5760,B001VB4T86,posca,US,4,Great pens. I love them!
5761,B001VB4T86,posca,US,5,"These are some nice paint pens.I've been using them on relatively smooth concrete, and they are working quite nicely.I have noted that after after maybe ten minutes of storing the pen upright with the cap on, you will want to go through the shake&pump routine to re-prime the pen.I would recommend these."
5762,B001VB4T86,posca,US,5,Love em
5763,B001VB4T86,posca,US,4,What happens if one of your pens don't work? All the others are great so far
5764,B001VB4T86,posca,US,5,I use these to add lil details to my paintings and other art works. They're perfect for that.
5766,B001VB4T86,posca,US,5,"C’est la première fois que j’achète des Posca autres que les blancs, noirs ou dorés et je suis enchantée des coloris. En plus, et c’est une belle surprise, ils sont arrivés en avance et je pourrai les utiliser à Noël, je suis impatiente. Je recommande."
5767,B001VB4T86,posca,US,5,I love the POSCA markers and 100% would recommend them for anyone looking to do something different with their art!
5768,B001VB4T86,posca,US,3,Me sabe mal poner una calificación baja pero lo rela es que me llegó un producto para el pelo y no uno srotuladores. Me han devuelto el dinero sin dificultades pero después de esperar casi tres semanas de espera la decepción de no encontrar que te llega el producto que esperabas.
5770,B001VB4T86,posca,US,5,"Très bon produit, les couleurs sont vives, les feutres faciles à manipuler, j'en suis contente !Testés sur des pots de fleurs en terre cuite pour décoration personnalisée. La terre cuite absorbe légèrement la couleur, la prochaine fois je mettrai une première couche de peinture"
5771,B001VB4T86,posca,US,5,I got my package earlier that expected. Markers are great. Colors are bright and the ink flow is impressive. They are my new favorites. I cant wait to try even more.
5772,B001VB4T86,posca,US,4,"I read many reviews and found a couple of people who said that when the paint runs out and you have to push the tip in, you'd get a big blob. I did. I wasn't expecting it. It ruined the project I was working on. They are decent paints and I will continue to use them, however."
5776,B001VB4T86,posca,US,5,"I think these marker pens are wonderful. They add a really cool effect to my mixed media paintings and seem to be lasting a long time. Every once in a while, if I press too hard, it will make a splotch but it is a rare occurrence. I would definitely purchase these again in the future."
5777,B001VB4T86,posca,US,5,Delivered as promised!
5778,B001VB4T86,posca,US,5,Great product they write as expected and nice for fine lines
5781,B001VB4T86,posca,US,5,Great product...as advertised.
5782,B001VB4T86,posca,US,5,"Love these paint markers.  The paint is smooth and opaque, and I love being able to get those extremely thin lines."
5783,B001VB4T86,posca,US,5,My son loves these.
5784,B001VB4T86,posca,US,5,Works well just as described.
5785,B001VB4T86,posca,US,5,love them
5786,B001VB4T86,posca,US,5,My daughter lovers her paint markers.
5788,B001VB4T86,posca,US,5,"These are awesome! I'll definitely be buying again! They are the exact colors as the cap indicates, the paint flows easily, they have lasted through several large projects so far! Love these! Great product!"
5789,B001VB4T86,posca,US,5,Great pens!
5792,B001VB4T86,posca,US,3,"These Pens worked and covered well.  The tips are strong and didn't wear down like other paint pens will. However, they took an excessive amount of shaking and pressing the tips to keep flowing. It was annoying to constantly be stopping to make them work.I thought maybe it was because I had left them sitting flat, so I left them sitting upright and used them a couple days later, still the same problem.Pros:  Wrote on any material I tried, tips stayed firm and lasted for the three hours I left them.Cons:  Needed to be shook/pressed every minutes or so to keep flow of material."
5793,B001VB4T86,posca,US,4,Satisfaite de ce produit.belles couleurs.les mines sont impeccable.la qualité de la peinture est top !Emballage et envoie nickel .
5794,B001VB4T86,posca,US,5,"I love posca pens, and this set is no exception. These are more reliable than any other paint pen I've used and the fine tip makes getting into tight areas so easy!!"
5795,B001VB4T86,posca,US,1,Several of the markers don’t work. I am very unhappy.
5797,B001VB4T86,posca,US,5,C'est chouette
5798,B001VB4T86,posca,US,5,"I've heard a lot of positives about these paint markers, so I finally bought some and I absolutely love them. I highly recommend it to everyone."
5800,B001VB4T86,posca,US,5,"This is man exams gift ordered by the grandson. Must be good, he asked for it"
5802,B001VB4T86,posca,US,5,Crayons semblent de bonne qualité
5803,B001VB4T86,posca,US,5,My 10-year-old son loves these! They were good enough to get him off his electronics for a while. Excellent quality and variety.
5804,B001VB4T86,posca,US,5,Wonderful colors and great coverage.
5805,B001VB4T86,posca,US,5,It’s a gift
5806,B001VB4T86,posca,US,5,Awesome product. Well worth the wait.
5807,B001VB4T86,posca,US,5,"Je les utilise pour le coloriage ou la peinture sur galet. Ils sont précis, les couleurs sont belles et opaques."
5808,B001VB4T86,posca,US,5,"thin point, perfect for little détailsvery complementary with other sizesi use them for détails on acrylic or watercolor paintings"
5810,B001VB4T86,posca,US,4,クリスマスカード作りの為初めて購入。赤色が朱色っぽくてイメージしていた濃い赤色と違ってガッカリしました。使用感は良いです。
5811,B001VB4T86,posca,US,3,A mi hija le encantan. La única pega es que algunos no iban en su caja con el resto sino en una bolsita aparte.
5812,B001VB4T86,posca,US,1,Had high hopes. These pens leak / drip inside the caps and are difficult to keep working. Constantly fooling with paint pen verses actually using.
5814,B001VB4T86,posca,US,1,"This was not permanent marker I wash my water bottle and it was faded the paint look the pic attached, I was disappointed, I really thought this was permanent marker to draw stainless water bottle, just FYI don’t believe all the reviews in any dyi etc it’s not true ;("
5815,B001VB4T86,posca,US,5,Excellent markers! Bold color. Will buy again.
5817,B001VB4T86,posca,US,5,My grandson loved the package
5819,B001VB4T86,posca,US,5,"Great colors, good flow, good points!  I like it!"
5820,B001VB4T86,posca,US,5,"Diese Stifte sind wirklich nicht zu toppen.Ich weiß, es sind ja nur Stifte. Aber sie haben eine tolle Farbintensität bzw. sind sehr farbkräftig.Außerdem trocknet sie sehr schnell, schmieren nicht und halten wirklich so gut wie auf allen Oberflächen.Es macht Spaß sie zu benutzen und ich werde mir weiterhin Posca-Stifte kaufen.Allerdings Vorsicht:Nicht zu wild schütteln; innen ist eine Feder, die soll dann eventuell brechen und folglich der Stift auslaufen.Das ist mir zwar nie passiert, aber ich bekam es beim Kauf von Posca-Stiften im Geschäft gesagt."
5821,B001VB4T86,posca,US,5,Th ha nk
5824,B001VB4T86,posca,US,5,This was a gift for my teen granddaughter who asked for this for Christmas.  I assume it met her expectations
5825,B001VB4T86,posca,US,5,"La livraison à été un petit peu longue mais les posca sont de qualité égal à ceux que l'on trouve dans le commerce à prix beaucoup plus élever.Il sont très bien et les dessins et écriture résistent bien à l'usure.Il marche sur toute surface (bois, tissu...)Je suis très satisfaite de mon achat."
5827,B001VB4T86,posca,US,5,Love my fine point posca pens.  THanks!
