review_id,sentence_id,sentence_index,bundle_category,bundle_sub_item,matched_keywords,Asin,Brand,Rating,Sentence,Content
299,299_6,6,表面保护 (Finishing & Protection),密封胶,mod podge,B001ANVDMA,posca,4,The Mod Podge did something to the paint and smeared all over.,"I paint rocks for the community Rock group.  I have used other acrylic paint pens in the past and thought I would try this brand.  I found the paint pens to be easy to work with and the tips don't dry up a quickly as other brands.  BUT.. After I let my designs dry over night and I went to seal the rocks with Mod Podge, the design was ruined.  The Mod Podge did something to the paint and smeared all over.  Ruined my painting.I have always sealed my rock paintings with Mod Podge and then Krylon spray.  I think it is safe just to use the Krylon spray over the Posca paint designs."
299,299_7,7,表面保护 (Finishing & Protection),密封胶,mod podge,B001ANVDMA,posca,4,Ruined my painting.I have always sealed my rock paintings with Mod Podge and then Krylon spray.,"I paint rocks for the community Rock group.  I have used other acrylic paint pens in the past and thought I would try this brand.  I found the paint pens to be easy to work with and the tips don't dry up a quickly as other brands.  BUT.. After I let my designs dry over night and I went to seal the rocks with Mod Podge, the design was ruined.  The Mod Podge did something to the paint and smeared all over.  Ruined my painting.I have always sealed my rock paintings with Mod Podge and then Krylon spray.  I think it is safe just to use the Krylon spray over the Posca paint designs."
364,364_2,2,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book | adult coloring,B001ANVDMA,posca,5,Great for adult coloring books.,Great markers! Great for adult coloring books. Will buy more shades!
375,375_1,1,纸质媒介 (Paper & Pads),涂鸦板/卡片,tags,B001ANVDMA,posca,5,"Pas de mauvaises surprises, c'est du POSCA et çà se sent et se voit...<br>Régularité, précision, adapté aussi bien aux enfants qu'aux grands !<br>Un régal à utiliser : seche, la peinture est recouvrable et encore humide, vous pouvez obtenir des mélanges originaux.<br>Ne coule pas (à moins de pomper comme un malade pour l'amorcer !), propres et au pire, mains faciles à nettoyer si on attend pas deux jours.<br>Seul problème -à mon avis- quand on y goûte, difficile de ne pas trouver quelque chose à 'POSCATER' (coloriages, galets, verres, photos, tags sur papier...) !!!","Pas de mauvaises surprises, c'est du POSCA et çà se sent et se voit...<br>Régularité, précision, adapté aussi bien aux enfants qu'aux grands !<br>Un régal à utiliser : seche, la peinture est recouvrable et encore humide, vous pouvez obtenir des mélanges originaux.<br>Ne coule pas (à moins de pomper comme un malade pour l'amorcer !), propres et au pire, mains faciles à nettoyer si on attend pas deux jours.<br>Seul problème -à mon avis- quand on y goûte, difficile de ne pas trouver quelque chose à 'POSCATER' (coloriages, galets, verres, photos, tags sur papier...) !!!"
423,423_3,3,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001ANVDMA,posca,4,They require a thick clear coating to keep them intact though.,These markers are wonderful. The colors are vibrant. They require a thick clear coating to keep them intact though.
426,426_6,6,表面保护 (Finishing & Protection),亮油/保护喷雾,sealer,B001ANVDMA,posca,5,"These pens allow us (and even our 92 year old Nana) to do fine detail work, and we love them!Note: We always put a spray coat of sealer on our stones to protect the artwork.","We use these paint pens for our hobby of painting smooth river stones, and they are terrific.  The tips are firm and don't fray.  The only caution I would give is that you get the best and smoothest line if you 'pull' the pen toward you.  If you 'push' the line away from you (as you would if you're writing the letter ""O""), you will get some feathering unless you ease up on the pressure.  Or, if you are drawing, just turn the stone so you are drawing the pen toward you rather than pushing it away from you.We have these pens in the Extra Fine point, the Fine point, and the Medium point, and we seldom use the tiny brushes anymore.  These pens allow us (and even our 92 year old Nana) to do fine detail work, and we love them!Note:  We always put a spray coat of sealer on our stones to protect the artwork."
440,440_5,5,纸质媒介 (Paper & Pads),涂鸦板/卡片,diy cards,B001ANVDMA,posca,5,"Did have to go over it a few times on fabric but works great for DIY cards, even glass, & plastic cups.","Love these markers! Great for EVERYTHING. Will prolly get fine point. Used on fabric and canvas shoes. Did have to go over it a few times on fabric but works great for DIY cards, even glass, & plastic cups."
487,487_3,3,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001ANVDMA,posca,5,Full coverage over my mixed media and art journaling pages!,I now have bought a set in every size! Best pens ever! Full coverage over my mixed media and art journaling pages!
525,525_2,2,纸质媒介 (Paper & Pads),水彩纸/多媒体纸,watercolor paper,B001ANVDMA,posca,5,The color goes on so smoothly and (I recommend using thick watercolor paper) and the color totally pops.,These have got to be the best paint pens ever! The color goes on so smoothly and (I recommend using thick watercolor paper) and the color totally pops. Would definetly recommend to anyone wanting to try then out.
644,644_4,4,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001ANVDMA,posca,5,I also use them in my art journals for design and writing.,"I was worried that these would blob out the ink as so many of the paint markers do. So far, all the pens are behaving beautifully. They are great for mixed media projects. I also use them in my art journals for design and writing. The colors are vivid and fun to use."
716,716_1,1,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001ANVDMA,posca,5,"Sent this to my granddaughter as a gift & she absolutely loves it, markers and pencil are brilliant colors, the charcoal pencil perfect for her drawing","Sent this to my granddaughter as a gift & she absolutely loves it, markers and pencil are brilliant colors, the charcoal pencil perfect for her drawing"
845,845_9,9,纸质媒介 (Paper & Pads),水彩纸/多媒体纸,watercolor paper,B001ANVDMA,posca,4,"It won't destroy the paper by any means if it's watercolor paper or heavier weight paper, but printer paper is never ideal for these.","Hello everyone! My name is Aspen, @Paraslider on Twitter, I'm an artist and animator entering college this year, and I'd like to say I've been using these for 2 years now and they still work fine to this day. Some problems arose with the paint itself, which I'll get into later.For now, I'll start off with a brief introduction to how these pens work. Posca pens are notable for their usage in graffiti and street art, so the pen nibs are pretty much made to go through the wringer. As long as the surface you're going on isn't *too* toothy, like a broken brick or something, you can expect the nib to last a while. That being said; if you plan to use these on any kind of paper, expect the paper to pill. Pilling is the result of the pen nib being so abrasive on the paper's surface that it rips up the paper's surface/tooth. It won't destroy the paper by any means if it's watercolor paper or heavier weight paper, but printer paper is never ideal for these. The way you activate these is fairly simple-- you just press the nib down on a surface a bunch until the paint fills the nib, alternating between shaking the pen (cap on, of course) and pumping the nib like crazy until you get a nice, clean, consistent stroke.Let it be known, though, you will be shaking these pens a lot. I don't want to understate this in the slightest. You will spend a lot of time shaking these pens. If your batch is particularly fussy, hours even. When I tell you I've spent upwards of an hour or two just shaking and pumping my pens for the second piece of art in particular, please believe me there. Once that's done, you should be smoothly sailing. If not, I can only refer you to Kasey Golden's posca pen videos on YouTube for troubleshooting and tips.For clarity, I'll describe the processes behind each of these art pieces, as the size you're working on and the surface material matters greatly.1- The first painting (the side profile of my OC, grey background) is something I was able to do with just this 15 pen set, and it was my first go with these, done around late 2018. Watercolor paper, 7x7 inch size if I remember correctly, and yes, the paper pilled here and there. It wasn't at all a distraction or a major flaw of the markers, and it turned out perfectly fine. It sort of feels like eraser shavings, and if you like the texture the pilling produces, feel free to keep it! if not, it's really easy to wipe off after the paint dries.As can be seen, with just the base 15 markers, a lot can be done. If you're looking for a challenge and can work in a limited color palette, this set can take you far. The colors dry opaque and are super vibrant as expected. The coverage, especially for 3M size, is really nice and it dries down smooth and matte, no streaks abound. Poscas are renowned for their ability to create flat, sleek color blocks, so if that's your thing, you'll love these.2- This next piece (pattern background, 4 characters) was a lot larger than the first one, and was done on a 16x20 inch canvas and it was completed around a month or two ago. It's clear that I expanded the color count here, and you can totally buy different colors of posca pens on amazon for relatively cheap if you get them in packs. Individual pens, however, tend to be a lot pricier and more of a hassle to get, like 6-10 bucks a pop. Unlike the paper, there was no pilling at all on a canvas surface and was overall a much smoother experience. It took a bit of getting used to the canvas's surface, but it was a really fun project regardless.Aside from all the troubleshooting I had to do.You see, herein lies my major point of contention with these paint pens, but I'm sure this isn't just limited to posca, but all paint pens in general. I was painting this on an angle, and the canvas was stationed on an easel. Because of gravity, you can expect some of your pens to go rogue on you. They may appear to dry out or get streaky, but this is just due to the orientation of your canvas. This can typically be fixed by pumping the nib and shaking, but I will admit even after a while of this, some pens just don't want to cooperate. Some might stay watery, and others might stay streaky, and some might just die on you, and that's when I suggest a replacement. For instance, the navy blue and regular blue colors here were really temperamental, but after some deep, mindful, therapeutic thoughts such as ""goddamnit, please let me finish this before these die on me"" I was able to power through. Don't give up on your pens because they're showing signs of wear, because there's a chance they might still work/can be revived.TL:DR; These pens are spectacular for any artist of any skill level, but they aren't perfect and have some flaws. The orientation of the pen and your canvas affects the flow of the paint. In general, you won't see these problems with a majority of your pens, but every once in a while this may occur to a few in your batch. These are lovely for color laydown and produce consistent vibrant hues. They are definitely an investment though, so consider how you intend to use them and if it's worth the cost. These will make a lovely gift for any artist or creative!"
845,845_17,17,纸质媒介 (Paper & Pads),水彩纸/多媒体纸,watercolor paper,B001ANVDMA,posca,4,"Watercolor paper, 7x7 inch size if I remember correctly, and yes, the paper pilled here and there.","Hello everyone! My name is Aspen, @Paraslider on Twitter, I'm an artist and animator entering college this year, and I'd like to say I've been using these for 2 years now and they still work fine to this day. Some problems arose with the paint itself, which I'll get into later.For now, I'll start off with a brief introduction to how these pens work. Posca pens are notable for their usage in graffiti and street art, so the pen nibs are pretty much made to go through the wringer. As long as the surface you're going on isn't *too* toothy, like a broken brick or something, you can expect the nib to last a while. That being said; if you plan to use these on any kind of paper, expect the paper to pill. Pilling is the result of the pen nib being so abrasive on the paper's surface that it rips up the paper's surface/tooth. It won't destroy the paper by any means if it's watercolor paper or heavier weight paper, but printer paper is never ideal for these. The way you activate these is fairly simple-- you just press the nib down on a surface a bunch until the paint fills the nib, alternating between shaking the pen (cap on, of course) and pumping the nib like crazy until you get a nice, clean, consistent stroke.Let it be known, though, you will be shaking these pens a lot. I don't want to understate this in the slightest. You will spend a lot of time shaking these pens. If your batch is particularly fussy, hours even. When I tell you I've spent upwards of an hour or two just shaking and pumping my pens for the second piece of art in particular, please believe me there. Once that's done, you should be smoothly sailing. If not, I can only refer you to Kasey Golden's posca pen videos on YouTube for troubleshooting and tips.For clarity, I'll describe the processes behind each of these art pieces, as the size you're working on and the surface material matters greatly.1- The first painting (the side profile of my OC, grey background) is something I was able to do with just this 15 pen set, and it was my first go with these, done around late 2018. Watercolor paper, 7x7 inch size if I remember correctly, and yes, the paper pilled here and there. It wasn't at all a distraction or a major flaw of the markers, and it turned out perfectly fine. It sort of feels like eraser shavings, and if you like the texture the pilling produces, feel free to keep it! if not, it's really easy to wipe off after the paint dries.As can be seen, with just the base 15 markers, a lot can be done. If you're looking for a challenge and can work in a limited color palette, this set can take you far. The colors dry opaque and are super vibrant as expected. The coverage, especially for 3M size, is really nice and it dries down smooth and matte, no streaks abound. Poscas are renowned for their ability to create flat, sleek color blocks, so if that's your thing, you'll love these.2- This next piece (pattern background, 4 characters) was a lot larger than the first one, and was done on a 16x20 inch canvas and it was completed around a month or two ago. It's clear that I expanded the color count here, and you can totally buy different colors of posca pens on amazon for relatively cheap if you get them in packs. Individual pens, however, tend to be a lot pricier and more of a hassle to get, like 6-10 bucks a pop. Unlike the paper, there was no pilling at all on a canvas surface and was overall a much smoother experience. It took a bit of getting used to the canvas's surface, but it was a really fun project regardless.Aside from all the troubleshooting I had to do.You see, herein lies my major point of contention with these paint pens, but I'm sure this isn't just limited to posca, but all paint pens in general. I was painting this on an angle, and the canvas was stationed on an easel. Because of gravity, you can expect some of your pens to go rogue on you. They may appear to dry out or get streaky, but this is just due to the orientation of your canvas. This can typically be fixed by pumping the nib and shaking, but I will admit even after a while of this, some pens just don't want to cooperate. Some might stay watery, and others might stay streaky, and some might just die on you, and that's when I suggest a replacement. For instance, the navy blue and regular blue colors here were really temperamental, but after some deep, mindful, therapeutic thoughts such as ""goddamnit, please let me finish this before these die on me"" I was able to power through. Don't give up on your pens because they're showing signs of wear, because there's a chance they might still work/can be revived.TL:DR; These pens are spectacular for any artist of any skill level, but they aren't perfect and have some flaws. The orientation of the pen and your canvas affects the flow of the paint. In general, you won't see these problems with a majority of your pens, but every once in a while this may occur to a few in your batch. These are lovely for color laydown and produce consistent vibrant hues. They are definitely an investment though, so consider how you intend to use them and if it's worth the cost. These will make a lovely gift for any artist or creative!"
1004,1004_2,2,表面保护 (Finishing & Protection),密封胶,sealant,B001ANVDMA,posca,5,They are easy to handle when coloring in or drawing on small surfaces and they don't run when sprayed with a sealant!,I use these pens for painting rocks and I highly recommend them over any other paint pens! They are easy to handle when coloring in or drawing on small surfaces and they don't run when sprayed with a sealant!
1011,1011_2,2,表面保护 (Finishing & Protection),亮油/保护喷雾,varnish,B001ANVDMA,posca,5,Can take varnish after and works well on many substrates.,Excellent set of color choices and great opaque markers.  Can take varnish after and works well on many substrates.
1044,1044_7,7,表面保护 (Finishing & Protection),亮油/保护喷雾,fixative,B001ANVDMA,posca,5,"After the paint was dry it was possible to scratch off so if you want it to be permanent, I would recommend a fixative of some kind.","Arrived in good condition, though shipping took a bit (understandable). Great price for Posca markers. I use them a lot to get out of my comfort zone artistically and have been experimenting with a lineless style. They blend really well together if you like to create gradients. Just make sure your paper can take a beating (the nibs and water-based ink will tear weak papers). I have also used to mark plastic and they worked well on that. After the paint was dry it was possible to scratch off so if you want it to be permanent, I would recommend a fixative of some kind. Overall, product arrived and was exactly what I expected."
1130,1130_2,2,纸质媒介 (Paper & Pads),绘本/写生本,sketchbook,B001ANVDMA,posca,4,Works great in my Moleskine sketchbook (the one with the thicker smooth pages).,"I like POSCA markers for illustration and flat, cell shade graphic art. Works great in my Moleskine sketchbook (the one with the thicker smooth pages). No bleed through the pages. Opaque, matte finish. Wish there were more colors though. This set has 15 markers, which is a fine starter set, but lacks some colors for gradient (like a light purple or a darker beige). I supplement by layering  Prismacolor colored pencil and Tombow brush markers to achieve shadows."
1130,1130_7,7,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001ANVDMA,posca,4,I supplement by layering Prismacolor colored pencil and Tombow brush markers to achieve shadows.,"I like POSCA markers for illustration and flat, cell shade graphic art. Works great in my Moleskine sketchbook (the one with the thicker smooth pages). No bleed through the pages. Opaque, matte finish. Wish there were more colors though. This set has 15 markers, which is a fine starter set, but lacks some colors for gradient (like a light purple or a darker beige). I supplement by layering  Prismacolor colored pencil and Tombow brush markers to achieve shadows."
1134,1134_1,1,表面保护 (Finishing & Protection),亮油/保护喷雾,varnish,B001ANVDMA,posca,5,Good product works well with acrylic.Didn’t hold up to a layer of varnish a bit of smearing.,Good product works well with acrylic.Didn’t hold up to a layer of varnish a bit of smearing. Vibrant colors.
1249,1249_1,1,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001ANVDMA,posca,2,"I liked these untill I put my clear coat on top and the colors ran.......ruined my design, not happy!!!!!","I liked these untill I put my clear coat on top and the colors ran.......ruined my design, not happy!!!!!"
1258,1258_3,3,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book | adult coloring,B001ANVDMA,posca,5,I used them to color in adult coloring books and was happy that they didn’t bleed through the pages.,I liked these markers – it was fun to branch out into a new medium.  They laid down color more like paint and less like a marker.  I used them to color in adult coloring books and was happy that they didn’t bleed through the pages.  I wished I had gotten the extra fine point set because these were a little too thick to stay in the lines for some of the colorings – might work better for backgrounds.
1292,1292_1,1,表面保护 (Finishing & Protection),亮油/保护喷雾,varnish,B001ANVDMA,posca,4,"These markers write over any medium - acrylic, varnish, watercolor, glues - without destroying the tip.","These markers write over any medium - acrylic, varnish, watercolor, glues - without destroying the tip. Great size for both quick coverage and detail work."
1330,1330_1,1,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001ANVDMA,posca,1,Two pens leaked out when trying to write and when trying to seal them with clear coat the paint ran.,Two pens leaked out when trying to write and when trying to seal them with clear coat the paint ran.
1349,1349_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,varnish,B001ANVDMA,posca,5,just remember that a gloss varnish that is watercolor based approved is what you need because since they will dilute with water they can read off easily especially on metal wood and other things,these are great for next media artists. My one complaint is that sometimes when you shake them up and push a little too hard more pain comes out of the tip then I would like. Other than that they were great with alcohol inks call fix prisma colors standing I even decorated my daughters cast with them .  just remember that a gloss varnish that is watercolor based approved is what you need because since they will dilute with water they can read off easily especially on metal wood and other things
1405,1405_1,1,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book,B001ANVDMA,posca,5,I use these for coloring books.,I use these for coloring books. They work really well.
1406,1406_2,2,涂色与创作 (Coloring & Greeting),成人涂色书,adult coloring,B001ANVDMA,posca,5,"Adult coloring, rocks and fabric","I use Posca for many projects.  Adult coloring, rocks and fabric"
1438,1438_2,2,涂色与创作 (Coloring & Greeting),贺卡/信封,greeting cards,B001ANVDMA,posca,5,My set is complete and I can't wait to get started using them on hope rocks and greeting cards.,"Just like my other Posca paint pens, these are bright, vivid colors that work on just about every medium you apply them to. My set is complete and I can't wait to get started using them on hope rocks and greeting cards. (To bring the paint down into the nib, shake pen to the count of 10, then press nib repeatedly into paper until you see the paint. I didn't know this with my first set and thought they were duds.)"
1451,1451_1,1,纸质媒介 (Paper & Pads),绘本/写生本,sketchbook,B001ANVDMA,posca,4,I ordered these last year and used them to decorate my sketchbook.,"I ordered these last year and used them to decorate my sketchbook. Not only did they completely cover the black in 2 coats and maintain their pigment, but the cover hasn't chipped, smudged or faded in the year since I've painted it. I've thrown this book into my purse, packed it for a move, and set things on top of it. Still good. I haven't used them for much else since, though. Might order the larger color set. I think if you have the money, and you like to paint, the larger set is the way to go."
1455,1455_3,3,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001ANVDMA,posca,4,The only thing that was kind of upsetting was that they tend to chip a lot when used on smooth surfaces unless a clear coat is applied right away after they dry.,"I really like them. They are a paint pen as described, I was worried I'd end up with markers. The only thing that was kind of upsetting was that they tend to chip a lot when used on smooth surfaces unless a clear coat is applied right away after they dry. Would definitely purchase them again though."
1467,1467_2,2,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001ANVDMA,posca,4,"One thing I noticed was how some of the colors don't completely cover pencil marks (primarily the lighter colors), so you can still see them after drawing paint over them, but you'll just have to layer it liked regular paint (or just make light pencil marks).","This was my first time using these and I have to say I wasn't disappointed at all! One thing I noticed was how some of the colors don't completely cover pencil marks (primarily the lighter colors), so you can still see them after drawing paint over them, but you'll just have to layer it liked regular paint (or just make light pencil marks). I found these were super easy to use since I'm not the best at regular painting. I'd recommend these definitely, nothing much to say that's bad about them, make sure to shake them well to get the paint going, you may have to shake them for a bit. (I almost thought mine were dried up haha)"
1512,1512_6,6,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001ANVDMA,posca,5,"They have lasted quite a while and fun to use with alcohol inks, water color and colored pencil.","Wasn't sure how this product would be. Have found the pens to be of high quality paint and works well with multi-media art. They don't dry out as long as you properly prime them when you first use them.  I bought a fine and regular point and primed them all at the same time so I wouldn't have to prime each one as it was used.  Like them, would buy again. They have lasted quite a while and fun to use with alcohol inks, water color and colored pencil."
1528,1528_1,1,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001ANVDMA,posca,5,These are my GO TO markers for art journaling.,"These are my GO TO markers for art journaling.  Great for large areas and doodling, borders, you name it."
1545,1545_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,varnish,B001ANVDMA,posca,5,"These Poscas are good on canvas, shoes, water bottles(with varnish applied afterwards), paper, etc.","These paint pens are amazing! They’re juicy and not dried out. I really enjoyed using them. These Poscas are good on canvas, shoes, water bottles(with varnish applied afterwards), paper, etc. I really recommend and I promise you won’t regret this purchase."
1596,1596_3,3,纸质媒介 (Paper & Pads),绘本/写生本,sketchbook,B001ANVDMA,posca,5,I prefer the fine line & it works well in a sketchbook or over acrylic paint.,I use acrylic markers as the final step on my paintings.  The Posca brand is smooth and consistent. I prefer the fine line & it works well in a sketchbook or over acrylic paint.
1612,1612_1,1,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001ANVDMA,posca,5,"These are the best, best, best for art journaling or multi-media work.","These are the best, best, best for art journaling or multi-media work.  Goes right over acrylic without mixing into the colors.  Love."
1613,1613_2,2,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001ANVDMA,posca,5,I have not had any issues with the colors bleeding when sprayed with a clear coat.,"Nice colors, using them to paint on rocks. I have not had any issues with the colors bleeding when sprayed with a clear coat."
1625,1625_3,3,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001ANVDMA,posca,5,Just use a clear coat afterwards if you plan on keeping a finished product outdoors.,Very fast shipping.<br>These pens write on any dry surface. My wife is a rock paint artist and these work wonders on rocks. Just use a clear coat afterwards if you plan on keeping a finished product outdoors.
1637,1637_1,1,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book,B001ANVDMA,posca,4,"I like how bold and bright the colors, but when I’m coloring some of my coloring books, the white tears holes in the pages.","I like how bold and bright the colors, but when I’m coloring some of my coloring books, the white tears holes in the pages."
1733,1733_9,9,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001ANVDMA,posca,5,"I keep an art journal, and these write well over acrylics and watercolors on mixed media paper.","I had never used Posco paint pens before and now I am hooked.  Product arrived exactly how pictured and the box they are in is great to store them.  Check the size of the pen output and make sure you understand which one you are buying.  The whole thing with Posco pens is patience when opening.  The pen has a white tip.  Shake the pen and then hold the pen directly vertical, perpendicular to the paper.  Press down, and wait, wait, while the ink spreads through tip.  It may take longer than expected to prime, but these pens write smooth.  I keep an art journal, and these write well over acrylics and watercolors on mixed media paper.  I love how they add extra details and clean up messy lines around the paint."
1733,1733_9,9,纸质媒介 (Paper & Pads),水彩纸/多媒体纸,mixed media paper,B001ANVDMA,posca,5,"I keep an art journal, and these write well over acrylics and watercolors on mixed media paper.","I had never used Posco paint pens before and now I am hooked.  Product arrived exactly how pictured and the box they are in is great to store them.  Check the size of the pen output and make sure you understand which one you are buying.  The whole thing with Posco pens is patience when opening.  The pen has a white tip.  Shake the pen and then hold the pen directly vertical, perpendicular to the paper.  Press down, and wait, wait, while the ink spreads through tip.  It may take longer than expected to prime, but these pens write smooth.  I keep an art journal, and these write well over acrylics and watercolors on mixed media paper.  I love how they add extra details and clean up messy lines around the paint."
