review_id,sentence_id,sentence_index,bundle_category,bundle_sub_item,matched_keywords,Asin,Brand,Rating,Sentence,Content
6352,6352_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001VB4T86,posca,5,No issues with color bleeding when sealed with a clear coat.,The only issues I have is that I wish I could find these in super extreme fine point. The colors are nice and vibrant. I use these for painting rocks. No issues with color bleeding when sealed with a clear coat.
6360,6360_1,1,涂色与创作 (Coloring & Greeting),贺卡/信封,greeting cards,B001VB4T86,posca,5,Use for greeting cards and also for rock painting.,Use for greeting cards and also for rock painting.
6381,6381_1,1,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book,B001VB4T86,posca,5,These really add bling to your coloring projects and can be used in your coloring books!,These really add bling to your coloring projects and can be used in your coloring books!
6416,6416_3,3,涂色与创作 (Coloring & Greeting),贺卡/信封,greeting cards,B001VB4T86,posca,5,I also use these to make greeting cards.,I love these acrylic pens!  I paint on rocks and these work great!  I also use these to make greeting cards.
6484,6484_2,2,表面保护 (Finishing & Protection),密封胶,sealant,B001VB4T86,posca,5,They don't smear when sealant is applied which is why I like them so much more than sharpie markers.,"These are the best thing ever for rock painting. They don't smear when sealant is applied which is why I like them so much more than sharpie markers. I have all the tip sizes and I use them all, but if I just had to choose just one it would be extra fine point. Here is a rock I created with my Poscas."
6553,6553_5,5,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001VB4T86,posca,5,They write over colored pencil very well.,"I love these paint markers! The paint is bright and opaque and the markers write very smoothly. I like to use these in conjunction with colored pencils on tan or grey paper. The white pen especially pops on the darker paper. They write over colored pencil very well. I know these paint markers have a lot of other uses, and I look forward to trying them on other surfaces."
6588,6588_5,5,辅助与创意 (Tools & Accessories),镂空模板,stencils,B001VB4T86,posca,5,"Stencils worked better than freehand, being complimentary to bleeding (!), so the finished products were great.","Easy to use, fun to mix colors - the white can be a base for getting paler pinks, greens, etc. they mix together nicely when a little damp. I was painting names on aprons, inexpensive polyester aprons. They too were great, but didn’t have the structure to resist bleeding colors … we used this effectively, having one test apron to try all sorts of things. Stencils worked better than freehand, being complimentary to bleeding (!), so the finished products were great. I’d buy these markers again for sure."
6618,6618_3,3,表面保护 (Finishing & Protection),亮油/保护喷雾,sealer,B001VB4T86,posca,5,Let the paint dry for 8-10 hours before you apply sealer.,Nice pens. I paint rocks and these come in handy. Let the paint dry for 8-10 hours before you apply sealer.
6646,6646_1,1,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001VB4T86,posca,2,So I've never used Posca pens before but they are really big in the art journaling world.,So I've never used Posca pens before but they are really big in the art journaling world.  I used the BROWN on a canvas for hair of an angel and it turned PURPLE. NEON Purple...what is up with that!  Is that a normal thing????
6732,6732_3,3,纸质媒介 (Paper & Pads),黑卡纸/本,black paper,B001VB4T86,posca,5,Your can use these on black paper!,I love these markers. The colors are bright and vibrant. Your can use these on black paper! They can get a little messy because they’re not quick dry but that’s not a problem. The ink comes out easy and has great coverage.
6901,6901_1,1,纸质媒介 (Paper & Pads),黑卡纸/本,black paper,B001VB4T86,posca,5,These are beautiful and work great on black paper.,These are beautiful and work great on black paper. Blend beautiful! I will be buying more
7016,7016_2,2,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book | adult coloring,B001VB4T86,posca,5,I use these in my adult coloring book.,"After I was given a set of these pens by a client, I fell in love! I use these in my adult coloring book. I started buying more sets to give to friends, and they all love them as well! The pens do bleed through the pages a little sometimes, but not nearly as much as the markers I had been using. The colors are vivid and beautiful."
7071,7071_1,1,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001VB4T86,posca,5,The colors are very vibrant but the red leans more towards a orange but it still looks amazing and the paint doesnt run when it comes out of the marker its almost like a pencil in a way that you write and it stays where you marked it,The colors are very vibrant but the red leans more towards a orange but it still looks amazing and the paint doesnt run when it comes out of the marker its almost like a pencil in a way that you write and it stays where you marked it
7100,7100_11,11,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001VB4T86,posca,5,"So you just have to spray it with a clear coat, which makes sense.I highly highly recommend these pens.","I was really skeptical about buying paint markers that would work well, and in general work for what I need them to since the sharpie pen markers don't work for me. So I took a chance on these markers after a good while of ""researching"" other types of pens and also the credibility of a brand I have never heard of before. These are AWESOME markers. A complaint people had was that the box is all in Japanese but there are picture directions on the back also. You just need to make sure you shake them very well (cap side down but keep the cap on), and then take off the cap and press the white tip down on a surface (probably paper). You'll wanna do that a couple times and then shake again and you should see the color of the pen drip down and fill up what was the white tip. Another complaint people had was that it ""rubs off"" easily. This is true. However if you're using these to write/draw on plastic then it will come off if you rub it. I needed these for plastic and they worked just as well as acrylic paint, and just like when I use my acrylic paint and paint brushes the paint once dry will rub off. So you just have to spray it with a clear coat, which makes sense.I highly highly recommend these pens."
7119,7119_1,1,纸质媒介 (Paper & Pads),黑卡纸/本,black paper,B001VB4T86,posca,5,These are the best paint pens with the most consistent ability to show well on black paper in all colors.,These are the best paint pens with the most consistent ability to show well on black paper in all colors.
7150,7150_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,top coat,B001VB4T86,posca,5,"(I did not wipe off with alcohol or apply the top coat yet!) After I applied the color, I drew the little Christmas scenes and let them air dry for about two minutes.","I used these on my Apres GelX nails to make holiday nail art. I’ve never done nail art before so I watched a bunch of videos first. I painted my nails with a gold polish from Apres and then cured it. (I did not wipe off with alcohol or apply the top coat yet!) After I applied the color, I drew the little Christmas scenes and let them air dry for about two minutes. Then I applied the Apres top coat and cured it for two minutes. I have been getting so many compliments on my nails which is lovely because you can definitely tell which hand is my dominate hand. I’m left handed and my left hand is messier but fine. I am pleased with this first attempt.All the colors had a nice pointed tip. For the white I did apply two coats. The red is more pinky coral instead of a true red in my nails but it’s fine. I will be using these to perfect my nail art skills. They were easy to use and get started. I think they will last with care. They been painted a week and have held up nicely. I expect to get two more weeks out of these nails. I couldn’t be happier with this process!"
7150,7150_5,5,表面保护 (Finishing & Protection),亮油/保护喷雾,top coat,B001VB4T86,posca,5,Then I applied the Apres top coat and cured it for two minutes.,"I used these on my Apres GelX nails to make holiday nail art. I’ve never done nail art before so I watched a bunch of videos first. I painted my nails with a gold polish from Apres and then cured it. (I did not wipe off with alcohol or apply the top coat yet!) After I applied the color, I drew the little Christmas scenes and let them air dry for about two minutes. Then I applied the Apres top coat and cured it for two minutes. I have been getting so many compliments on my nails which is lovely because you can definitely tell which hand is my dominate hand. I’m left handed and my left hand is messier but fine. I am pleased with this first attempt.All the colors had a nice pointed tip. For the white I did apply two coats. The red is more pinky coral instead of a true red in my nails but it’s fine. I will be using these to perfect my nail art skills. They were easy to use and get started. I think they will last with care. They been painted a week and have held up nicely. I expect to get two more weeks out of these nails. I couldn’t be happier with this process!"
7176,7176_14,14,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001VB4T86,posca,5,"In the end, there was definitely a scratch there but it was understated for the blow it took and was easy to fix with the markers in about 15 seconds.I was also able to use an aerosol can of clear coat over the finished artwork created with these pens and there were no chemical interactions, cracking, shrinking, etc.","These are so good, I will be ordering more as backups so I am never stuck in mid-project without the color I need. I have used these on a bunch of surfaces, but they work best on smooth, non-porous surfaces. I have used them to sketch and illustrate artwork as well as customize shoes, cleats, headphones. They are filled with an opaque fluid of bold and bright color. During the creation process, they clean up easily. If you make a slip up, it will almost instantaneously wipe off. However, the paint dries really fast (15-30 seconds max usually) and once it does, it's pretty dang durable.On smooth surfaces will easily cover with one coat. On porous fiber-based surfaces like a pair of untreated canvas Vans I did, the color needed 2-3 coats as it would soak in. This is to be expected but these markers performed so well on everything else I used them on so I thought, ""What the heck. Let's try it."" Even on untreated canvas, they perform much better than any other paint markers (store brand and Sharpie) I purchased at Michael's. The other nice thing is that they get used every couple of weeks or so, but they somehow stay ready to write. Other paint markers I use have been drying up after the first use and getting them going again weeks later is almost impossible.Durability has been pretty good so far. I scratched a piece of art really bad and was expecting a bit of damage. In the end, there was definitely a scratch there but it was understated for the blow it took and was easy to fix with the markers in about 15 seconds.I was also able to use an aerosol can of clear coat over the finished artwork created with these pens and there were no chemical interactions, cracking, shrinking, etc. And that was a poorly prepped surface. I have gone out of my way to throw everything at these pens, but they perform at a really high level every time.In the images I attached for reference, the markers were the only things used on the black surfaces of the sketchbook cover, headphones and top of the cycling shoes/cleats. On the bottom of the cleats, the marker work was covered with clear coat as added protection. The shoes were well used before I did the art, so the bottoms were already chewed up and the paint laid down really well and with tight lines. In the sketch on paper, the paint markers were used in combo with traditional brush markers. The painted marker parts were the highlights (works really great for that) and the light blue background graphic."
7176,7176_16,16,纸质媒介 (Paper & Pads),绘本/写生本,sketchbook,B001VB4T86,posca,5,"I have gone out of my way to throw everything at these pens, but they perform at a really high level every time.In the images I attached for reference, the markers were the only things used on the black surfaces of the sketchbook cover, headphones and top of the cycling shoes/cleats.","These are so good, I will be ordering more as backups so I am never stuck in mid-project without the color I need. I have used these on a bunch of surfaces, but they work best on smooth, non-porous surfaces. I have used them to sketch and illustrate artwork as well as customize shoes, cleats, headphones. They are filled with an opaque fluid of bold and bright color. During the creation process, they clean up easily. If you make a slip up, it will almost instantaneously wipe off. However, the paint dries really fast (15-30 seconds max usually) and once it does, it's pretty dang durable.On smooth surfaces will easily cover with one coat. On porous fiber-based surfaces like a pair of untreated canvas Vans I did, the color needed 2-3 coats as it would soak in. This is to be expected but these markers performed so well on everything else I used them on so I thought, ""What the heck. Let's try it."" Even on untreated canvas, they perform much better than any other paint markers (store brand and Sharpie) I purchased at Michael's. The other nice thing is that they get used every couple of weeks or so, but they somehow stay ready to write. Other paint markers I use have been drying up after the first use and getting them going again weeks later is almost impossible.Durability has been pretty good so far. I scratched a piece of art really bad and was expecting a bit of damage. In the end, there was definitely a scratch there but it was understated for the blow it took and was easy to fix with the markers in about 15 seconds.I was also able to use an aerosol can of clear coat over the finished artwork created with these pens and there were no chemical interactions, cracking, shrinking, etc. And that was a poorly prepped surface. I have gone out of my way to throw everything at these pens, but they perform at a really high level every time.In the images I attached for reference, the markers were the only things used on the black surfaces of the sketchbook cover, headphones and top of the cycling shoes/cleats. On the bottom of the cleats, the marker work was covered with clear coat as added protection. The shoes were well used before I did the art, so the bottoms were already chewed up and the paint laid down really well and with tight lines. In the sketch on paper, the paint markers were used in combo with traditional brush markers. The painted marker parts were the highlights (works really great for that) and the light blue background graphic."
7176,7176_17,17,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001VB4T86,posca,5,"On the bottom of the cleats, the marker work was covered with clear coat as added protection.","These are so good, I will be ordering more as backups so I am never stuck in mid-project without the color I need. I have used these on a bunch of surfaces, but they work best on smooth, non-porous surfaces. I have used them to sketch and illustrate artwork as well as customize shoes, cleats, headphones. They are filled with an opaque fluid of bold and bright color. During the creation process, they clean up easily. If you make a slip up, it will almost instantaneously wipe off. However, the paint dries really fast (15-30 seconds max usually) and once it does, it's pretty dang durable.On smooth surfaces will easily cover with one coat. On porous fiber-based surfaces like a pair of untreated canvas Vans I did, the color needed 2-3 coats as it would soak in. This is to be expected but these markers performed so well on everything else I used them on so I thought, ""What the heck. Let's try it."" Even on untreated canvas, they perform much better than any other paint markers (store brand and Sharpie) I purchased at Michael's. The other nice thing is that they get used every couple of weeks or so, but they somehow stay ready to write. Other paint markers I use have been drying up after the first use and getting them going again weeks later is almost impossible.Durability has been pretty good so far. I scratched a piece of art really bad and was expecting a bit of damage. In the end, there was definitely a scratch there but it was understated for the blow it took and was easy to fix with the markers in about 15 seconds.I was also able to use an aerosol can of clear coat over the finished artwork created with these pens and there were no chemical interactions, cracking, shrinking, etc. And that was a poorly prepped surface. I have gone out of my way to throw everything at these pens, but they perform at a really high level every time.In the images I attached for reference, the markers were the only things used on the black surfaces of the sketchbook cover, headphones and top of the cycling shoes/cleats. On the bottom of the cleats, the marker work was covered with clear coat as added protection. The shoes were well used before I did the art, so the bottoms were already chewed up and the paint laid down really well and with tight lines. In the sketch on paper, the paint markers were used in combo with traditional brush markers. The painted marker parts were the highlights (works really great for that) and the light blue background graphic."
7222,7222_1,1,纸质媒介 (Paper & Pads),绘本/写生本,sketchbook,B001VB4T86,posca,5,"I have never liked acrylic markers before, but these are amazing and fun to use in my mixed-media sketchbook.","I have never liked acrylic markers before, but these are amazing and fun to use in my mixed-media sketchbook. It is also decent for touchups in an acrylic painting. Also I can use the acrylic marker on a cup, bag, shoe, etc."
7223,7223_1,1,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book,B001VB4T86,posca,5,"Excellent, wonderful colors and it's a real joy to paint with my Uni-posca Pen, the extra fine point is Magical to go at tiny place and do wonderful Doodling on my coloring Books, to me they really are the Best, best Pens ever!","Excellent, wonderful colors and it's a real joy to paint with my Uni-posca Pen, the extra fine point is Magical to go at tiny place and do wonderful Doodling on my coloring Books, to me they really are the Best, best Pens ever! Recommanded!!!"
7237,7237_2,2,涂色与创作 (Coloring & Greeting),贺卡/信封,invitations,B001VB4T86,posca,5,Don’t waste your time with the cheaper invitations.,Smooth writing and consistent paint flow. Don’t waste your time with the cheaper invitations. Buy POSCA.
7288,7288_2,2,表面保护 (Finishing & Protection),亮油/保护喷雾,top coat,B001VB4T86,posca,5,"I use regular polish, quick dry top coat, then draw a design with these pens, and seal the design in with another layer of quick dry top coat.I'd first bought a much cheaper (knock off brand) of acrylic paint pens but these are so much better and well worth the higher price.","Excellent for nail art! I use regular polish, quick dry top coat, then draw a design with these pens, and seal the design in with another layer of quick dry top coat.I'd first bought a much cheaper (knock off brand) of acrylic paint pens but these are so much better and well worth the higher price. I can't believe how much easier they are to control that the other pens. The really firm and fine tips are fantastic for small details. My only regret is not getting a bigger set in the first place because I'll have to get some duplicates when I want to get more colors"
7291,7291_2,2,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book,B001VB4T86,posca,5,"I will use them for backgrounds in coloring books, then will try on other surfaces.","Uni-Posca Paint Marker Pens, set of 12, give very opaque coverage.  I will use them for backgrounds in coloring books, then will try on other surfaces. So far, so good."
7330,7330_3,3,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001VB4T86,posca,5,I also spray the rocks with clear coating once they dry and have not had any issue with these running.,"I love to paint rocks but have found that even tiny paint brushes are hard to work with as far as details go. With these around, it's problem solved. I also spray the rocks with clear coating once they dry and have not had any issue with these running. I have not tried them on canvas yet but love what they've done for my rock painting!"
7339,7339_2,2,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001VB4T86,posca,5,"I’m not used to working on canvas, so I sketched lightly in pencil first and then used these pens to add colour.","I had a mini canvas and decided to do a festive picture. I’m not used to working on canvas, so I sketched lightly in pencil first and then used these pens to add colour. The colours are vibrant and really smooth! The texture of the canvas meant that there were a few little splatters of pen, so I slowed down as I coloured and touched up splatters with the white pen. Looking forward to trying them on different surfaces!"
7380,7380_3,3,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001VB4T86,posca,5,"For plastic I sand and clear coat before painting, then clear coat after to keep it from scratching.","I've used the cheaper off brand paint pens before, these work best. The other ones don't flow as well and the tips splinter, these work great from start to finish. For plastic I sand and clear coat before painting, then clear coat after to keep it from scratching. They also work really on walls for murals, some brands don't work on walls because gravity won't let the paint flow, I don't have that problem with Posca. Worth the money! Love the colours too"
7405,7405_1,1,涂色与创作 (Coloring & Greeting),成人涂色书,adult coloring,B001VB4T86,posca,4,Great on adult coloring.,"Great on adult coloring.  Oddly enough many colorists like myself prefer to use high end products, even though you can get stunning effects with less expensive.  The Posca pens can be use as ""paint"" if you take a slightly damp water color brush. they also provide great coverage and the white one is much better for white highlights than gel pens or any other item I've tried.  Just be careful not smear. Your mileage may vary."
7577,7577_1,1,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001VB4T86,posca,4,They are the best and you could draw with anything on there it's almost like unlimited power I can destroy the world with these I could turn the road into Crayola I would defeat All of you in every single thing of you hope you like it I did color pencil versus pasca markers,They are the best and you could draw with anything on there it's almost like unlimited power I can destroy the world with these I could turn the road into Crayola I would defeat All of you in every single thing of you hope you like it I did color pencil versus pasca markers
7609,7609_3,3,表面保护 (Finishing & Protection),亮油/保护喷雾,fixative,B001VB4T86,posca,5,"The only down side is, if you are painting a product which is not going to seat on shelf, you need to use a fixative to preserve your work.","After I got those marker I have been staring at everything in my house and quietly talking to myself. Jittering and eager for my ext fix. The only down side is, if you are painting a product which is not going to seat on shelf, you need to use a fixative to preserve your work."
7664,7664_2,2,纸质媒介 (Paper & Pads),涂鸦板/卡片,tags,B001VB4T86,posca,5,"I had bought some copper flower tags to mark my garden, and needed a fine point paint marker that could withstand the rain.","Excellent for what I wanted to do. I had bought some copper flower tags to mark my garden, and needed a fine point paint marker that could withstand the rain.  The colors are true to the cap."
7787,7787_1,1,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001VB4T86,posca,5,Use for art journaling.,"Use for art journaling.  Great color and ease of application.  White pen comes out a bit too fast, but otherwise exemplary!"
7810,7810_3,3,纸质媒介 (Paper & Pads),黑卡纸/本,black paper,B001VB4T86,posca,5,I have noticed that different black papers will show these markers a bit differently.,"This set is super. Whether you use them on light paper or black they are reliable. I have noticed that different black papers will show these markers a bit differently.  You have to try them to see which brand you like. But these write on about everything, cardstock, watercolor paper. I love the fine point, which even after many uses holds up very well. Very nice!"
7810,7810_5,5,纸质媒介 (Paper & Pads),水彩纸/多媒体纸,watercolor paper,B001VB4T86,posca,5,"But these write on about everything, cardstock, watercolor paper.","This set is super. Whether you use them on light paper or black they are reliable. I have noticed that different black papers will show these markers a bit differently.  You have to try them to see which brand you like. But these write on about everything, cardstock, watercolor paper. I love the fine point, which even after many uses holds up very well. Very nice!"
7818,7818_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,clear coat,B001VB4T86,posca,5,You need to clear coat in case you are planning to work on metal or hard plastic surfaces,Best paint based markers out there. I use them to customize helmets and they are great to work with in terms of details. However the paint will scrape off under hard friction. You need to clear coat in case you are planning to work on metal or hard plastic surfaces
7950,7950_2,2,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B001VB4T86,posca,1,I took them out of the wrapper and put them in a pencil holder 2 days ago.,"Ordered these 2 weeks ago, to use on a piece I am currently working on. I took them out of the wrapper and put them in a pencil holder 2 days ago. Today, I pulled one out to use, only to find it's completely dried up, I got nothing whatsoever from it. So I tried a second, a third and they are all the same! The ends are white, their is no ink whatsoever coming from them.I am reaching out to the seller, if the communication is positive, I will return and update my review."
7950,7950_2,2,辅助与创意 (Tools & Accessories),便携笔袋/盒,holder,B001VB4T86,posca,1,I took them out of the wrapper and put them in a pencil holder 2 days ago.,"Ordered these 2 weeks ago, to use on a piece I am currently working on. I took them out of the wrapper and put them in a pencil holder 2 days ago. Today, I pulled one out to use, only to find it's completely dried up, I got nothing whatsoever from it. So I tried a second, a third and they are all the same! The ends are white, their is no ink whatsoever coming from them.I am reaching out to the seller, if the communication is positive, I will return and update my review."
8072,8072_2,2,纸质媒介 (Paper & Pads),绘本/写生本,art journal,B001VB4T86,posca,5,"Posters, painting, art journaling.....it just goes on and on!","Cannot find enough uses for these delightful and fun paint pens!  Posters, painting, art journaling.....it just goes on and on!  Wish they were more readily available!  Also would love a black and white two-pack as they are used to most and would like to get easy replacements. Wonderful art paint pens!"
8092,8092_1,1,涂色与创作 (Coloring & Greeting),贺卡/信封,invitations,B001VB4T86,posca,5,Don’t waste your time or money on cheap invitations.,Don’t waste your time or money on cheap invitations. I bought some first and they’re garbage and I’m sending them back and turned around and bought these and they’re awesome. Awesome.
8182,8182_2,2,纸质媒介 (Paper & Pads),黑卡纸/本,black cardstock,B001VB4T86,posca,5,They're working as well as I expected them to on black cardstock.,I bought them to make signs for our farm market stand. They're working as well as I expected them to on black cardstock.
8200,8200_1,1,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book,B001VB4T86,posca,5,Started out ordering the white one to try in my coloring books and on some of my ink and acrylic paintings when other pens/markers wouldn't work.,"Started out ordering the white one to try in my coloring books and on some of my ink and acrylic paintings when other pens/markers wouldn't work.  Since this is paint and has a felt pen type nib instead of a ball, it seems to go over any surface I've tried it on so far: wood, glass, plastic, even tried it on a rock, with no skipping."
8221,8221_9,9,表面保护 (Finishing & Protection),密封胶,mod podge,B001VB4T86,posca,5,Seal with mod podge first before applying glaze.,"Great pens. Even coverage. Only disappointment is in the shades of the red and brown. Red is more of a orange red, and the brown is very orange also. Great for rock painting, but make sure the rocks are painted with a smooth paint or the tips will try to shred. Will definitely buy again.  Word of caution... Triple thick diamond glaze will cause the black to bleed. Seal with mod podge first before applying glaze."
8252,8252_2,2,涂色与创作 (Coloring & Greeting),成人涂色书,coloring book,B001VB4T86,posca,5,"Overall impressions:- Works on many mediums: paper, cardboard, cloth, wood, rocks, ceramic- You can mix the colors- Did slightly bleed through to other side when used in a coloring book- Smooth when drawing- Can create fat or thin lines","Really fun to use these! Overall impressions:- Works on many mediums: paper, cardboard, cloth, wood, rocks, ceramic- You can mix the colors- Did slightly bleed through to other side when used in a coloring book- Smooth when drawing- Can create fat or thin lines"
8260,8260_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,top coat,B001VB4T86,posca,5,These markers work great for drawing on rocks and do not smear when covered with a clear acrylic top coat.,Great pigmentation and coverage! I am very impressed with these markers. I also purchased the pastel set. These markers work great for drawing on rocks and do not smear when covered with a clear acrylic top coat.
8277,8277_9,9,表面保护 (Finishing & Protection),亮油/保护喷雾,varnish,B001VB4T86,posca,5,"Just don't use an excessive amount of the paint and be sure to coat them with varnish after so they stay.All in all, I'm glad I finally caved and bought these.","While these are a little smaller than I had thought they were going to be, (chock that up to me not reading the description properly lol), these are actually a lot better than I was expecting.I've used paint pens before, albeit they were oil based paints by Sharpie, and I've got to say, I'm pleasantly surprised by Posca.I'd been leery of using them before because I'd heard they were notorious for gumming up and drying out but they don't seem to have that issue if you take care of them properly. Now I haven't used these extensively yet, but what I have done with them has been enjoyable thus far.Cons, the nibs are a teeny bit scratchy and if you're not careful with the paper you use or how much pressure you apply when drawing, the markers will ""spit"" so you'll get flecks of little paint everywhere. Likewise, sometimes they can ""leak"" in that while you're drawing you COULD end up with a blob in your line work, but I have deduced it's most likely caused by pushing the nib in accidentally while you move the pen. Additionally, dependant on the colour, they can take a while to dry so you'll want to give them time to do so between coats and or just use a heat gun or a hair dryer to speed up the process.Pros, a little goes a LONG way, so you don't really need to empty them in one go and they don't really need more than two coats, if that. They work on a multitude of surfaces like paper, plastic, metal, wood, vinyl, but as with most acrylic paints, you'll want to seal them for longevity later. One feature I thought was kind of cool is that they work with Copic makers~! You can use Copics on top of them, but you have to be careful not to use too much of the Copic ink in one spot or it might dissolve the paint. Lastly, these work surprisingly well with Shrink-Dinks~! Just don't use an excessive amount of the paint and be sure to coat them with varnish after so they stay.All in all, I'm glad I finally caved and bought these. Definitely recommend for people that want to give an acrylic paint pen a try~!"
8399,8399_1,1,纸质媒介 (Paper & Pads),绘本/写生本,sketchbook,B00ZC9JK4Q,posca,5,Working in my sketchbook.,"Working in my sketchbook. It is so nice not having to use paint...these are a good substitute, and easy to travel with."
8412,8412_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,sealer,B00ZC9JK4Q,posca,5,I do recommend a clear sealer if you want to make it last!,I love these markers so much ! I definitely recommend! It paints on glass ! I do recommend a clear sealer if you want to make it last! I am currently painting custom shoes! Follow me on ig @_desididit
8432,8432_1,1,纸质媒介 (Paper & Pads),绘本/写生本,sketch pad,B00ZC9JK4Q,posca,4,I bought these markers for my 8 year old daughter to use on a sketch pad.,I bought these markers for my 8 year old daughter to use on a sketch pad.  My older daughter uses them. The only thing I do not like is that they have to shake the markets to get more paint to go to the tip and my kids get paint all over themselves.
8438,8438_3,3,勾线与细节 (Detailing & Outlining),铅笔/橡皮,pencil,B00ZC9JK4Q,posca,4,It is able to cover up pencil markings with two layers of ink.,Use on paper that does not bleed easily. There's plenty of uses for these markers but I prefer paper and wood. It is able to cover up pencil markings with two layers of ink. Super easy to use.
8458,8458_4,4,表面保护 (Finishing & Protection),亮油/保护喷雾,top coat,B00ZC9JK4Q,posca,5,Cover the top coat with some mod podge sealant from the craft store.,LOVE THESE. They have nothing compatible in the USA. I’m an artist and I used it to make a mural on my coffee table. Cover the top coat with some  mod podge sealant from the craft store.
8458,8458_4,4,表面保护 (Finishing & Protection),密封胶,sealant | mod podge,B00ZC9JK4Q,posca,5,Cover the top coat with some mod podge sealant from the craft store.,LOVE THESE. They have nothing compatible in the USA. I’m an artist and I used it to make a mural on my coffee table. Cover the top coat with some  mod podge sealant from the craft store.
8488,8488_2,2,纸质媒介 (Paper & Pads),绘本/写生本,sketchbook,B00ZC9JK4Q,posca,5,"Love the colours, theres a good variety and they go well together so you could really fill a whole sketchbook with just these colours.","I dont know what more to say, these are amazing! Love the colours, theres a good variety and they go well together so you could really fill a whole sketchbook with just these colours. THey're very opaque and dry very smooth. Ive worked with them on Acrylic paper, toned paper, wood panels and watercolour paper and they held up well on all. Had some pilling on the watercolour paper but just waited till dry and brushed it off just fine."
8516,8516_8,8,涂色与创作 (Coloring & Greeting),贺卡/信封,envelopes,B00ZC9JK4Q,posca,3,"I thought maybe the cardstock was the problem so I tried the markers out on other surfaces, but the same thing happened with envelopes and regular copy paper.","After reading many reviews and studying several different brands, I decided to go with these for many reasons but mainly for the paint's opacity and the pastel colors included in the set. My main reason for needing these is for calculating and writing in the daily and weekly total hours worked per project on employee's timecards each payroll; so, using a utensil that is very bright, opaque, and superior to all of the handwriting underneath it is a must. I was so excited to begin using these but was immediately devastated as soon as I opened the first one. These were not at all as opaque as I had seen in almost all of the reviews but most concerningly, they were destroying the paper (cardstock) and pulling up little shreds of it with every mark made; the first picture of mine shows an example of both the paper and the marker tip after writing with it. DISCLAIMER: I was not using excessive force or doing anything while using these that would have contributed to this happening. I thought maybe the cardstock was the problem so I tried the markers out on other surfaces, but the same thing happened with envelopes and regular copy paper.  I have not seen another review that mentions this same type of issue occurring and all of the other picture's I've seen show pretty smooth lines so I'm hopeful that this is not an inevitable issue I'm facing.The other concern I have (and can hopefully also chalk up to them being defective) is the quality of the ink in what I received compared to what I expected. You can see my results in the second picture I attached where I tested out each color and then made a comparison up against another brand of paint markers I frequently use. In each line I made using the POSCA markers, the top half is the result after just 1 coat and the bottom half is 2-3 coats VS just 1 coat of the other brand marker; quite the difference and not at all the same product everyone is raving about. NOTE: we have a Steel Fabrication company and use oil based paint markers regularly in our shop; this is where I first snagged the IMC brand marker from and immediately became obsessed. Seeing how fantastically opaque and solid their finished product is, I'm sure you're wondering why I'm on the hunt for a different brand and not sticking with using those and that's because those are industrial purposed, which works great, but because they're not typically made for artsy things, their color selection is very limited and they're only sold by the case :(  So anyways, I am going to reach out to the seller and try and get their opinion on whether or not they think the quality of the markers I received is simply due to them being defective and from there, I can only hope that they are willing to send me replacement set for free. If for some reason this ends up not being the resolution to my issue, I will follow up with an update."
8531,8531_5,5,纸质媒介 (Paper & Pads),水彩纸/多媒体纸,watercolor paper,B00ZC9JK4Q,posca,5,"Best suited for watercolor paper, cardboard and other heavier substrates.","I have several of these markers and am getting ready to add to my collection by purchasing a full set. The key factor is to do your home work. Yes, on thin paper you will get ""pilling"" these are ""art markers"" with a water based paint. They can be used on many surfaces and substrates , however not cheap paper.. Best suited for watercolor paper, cardboard and other heavier substrates. Not realistic to give a poor review if your not using as intended."
8551,8551_1,1,表面保护 (Finishing & Protection),密封胶,mod podge,B00ZC9JK4Q,posca,5,"We used these for rock painting (after the rocks had been sprayed with a coat of Mod Podge to seal them), and they covered them beautifully!","We used these for rock painting (after the rocks had been sprayed with a coat of Mod Podge to seal them), and they covered them beautifully! It doesn't take long for the colors to dry, either."
